name,gender,age,class,fare,group,joined,job,boat,survival
"MURPHY, Miss Margaret Jane ""Mary"" ""Maggie""",1,25,3,15,,Queenstown,,16,1
"MURPHY, Miss Catherine ""Kate""",1,18,3,15,,Queenstown,,16,1
"MYHRMAN, Mr Pehr Fabian Oliver Malkolm",0,18,3,7,,Southampton,General Labourer,,0
"NAIDENOFF, Mr Penko",0,22,3,7,,Southampton,General Labourer,,0
"NAJIB KIAMIE, Miss Adele ""Jane""",1,15,3,7,,Cherbourg,,C,1
"NAKHLI, Mr Toufik",0,17,3,7,,Cherbourg,,,0
"NAKID, Mr Sahid",0,20,3,15,,Cherbourg,,C,1
"NAKID, Mrs Waika ""Mary""",1,19,3,15,,Cherbourg,,C,1
"NAKID, Miss Maria",1,1,3,15,,Cherbourg,,C,1
"NANCARROW, Mr William Henry",0,34,3,8,,Southampton,Mason,,0
"NANKOFF, Mr Minko",0,32,3,7,,Southampton,General Labourer,,0
"NASR ALMA, Mr Mustafa",0,20,3,7,,Cherbourg,Farm Labourer,,0
"NASSR RIZQ, Mr Saade",0,20,3,7,,Cherbourg,,,0
"NAUGHTON, Miss Hannah",1,21,3,7,,Queenstown,,,0
"NENKOFF, Mr Christo",0,22,3,7,,Southampton,General Labourer,,0
"NICOLA-YARRED, Miss Jamila (""Amelia Garrett"")",1,14,3,11,,Cherbourg,,C,1
"NICOLA-YARRED, Master Elias (""Louis Garrett"")",0,11,3,11,,Cherbourg,,C,1
"NIEMINEN, Miss Manta Josefina",1,29,3,7,,Southampton,Servant,,0
"NIKLASSON, Mr Samuel",0,28,3,8,,Southampton,General Labourer,,0
"NILSSON, Mr August Ferdinand",0,21,3,7,,Southampton,General Labourer,,0
"NILSSON, Miss Berta Olivia",1,18,3,7,,Southampton,,D,1
"NILSSON, Miss Helmina Josefina",1,26,3,7,,Southampton,,13,1
"NIRVA, Mr Iisakki Antino ?ij?",0,41,3,7,,Southampton,General Labourer,,0
"NISK?NEN, Mr Juha",0,39,3,7,,Southampton,,9,1
"NOFAL, Mr Mansouer",0,20,3,7,,Cherbourg,Journalist,,0
"NOSWORTHY, Mr Richard Cater",0,21,3,7,,Southampton,Farm Labourer,,0
"NYSTEN, Miss Anna Sofia",1,22,3,7,,Southampton,,13,1
"NYSVEEN, Mr Johan Hansen",0,60,3,6,,Southampton,Farmer,,0
"O'BRIEN, Mr Timothy",0,21,3,7,,Queenstown,,,0
"O'BRIEN, Mr Thomas",0,27,3,15,,Queenstown,Farm Labourer,,0
"O'BRIEN, Mrs Johanna ""Hannah""",1,26,3,15,,Queenstown,Housewife,,0
"O'CONNELL, Mr Patrick Denis",0,17,3,7,,Queenstown,General Labourer,,0
"O'CONNOR, Mr Maurice",0,16,3,7,,Queenstown,General Labourer,,0
"O'CONNOR, Mr Patrick",0,23,3,7,,Queenstown,Farmer,,0
"O'DRISCOLL, Miss Bridget",1,27,3,7,,Queenstown,,D,1
"O'DWYER, Miss Ellen ""Nellie""",1,25,3,7,,Queenstown,,,0
"O'KEEFE, Mr Patrick",0,21,3,7,,Queenstown,Farm Labourer,B,1
"O'LEARY, Miss Hanora ""Nora""",1,16,3,7,,Queenstown,,13,1
"O'SULLIVAN, Miss Bridget Mary",1,21,3,7,,Queenstown,,,0
"?DAHL, Mr Nils Martin",0,23,3,9,,Southampton,General Labourer,,0
"?HMAN, Miss Velin",1,22,3,7,,Southampton,,C,1
"OLSEN, Mr Karl Siegwart Andreas",0,42,3,8,,Southampton,General Labourer,,0
"OLSEN, Master Artur Karl",0,9,3,3,,Southampton,,13,1
"OLSEN, Mr Henry Margido",0,28,3,22,,Southampton,Engineer,,0
"OLSEN, Mr Ole Martin",0,27,3,7,,Southampton,General Labourer,,0
"OLSSON, Mr Oscar Wilhelm",0,32,3,7,,Southampton,,A,1
"OLSSON, Mr Nils Johan G?ransson",0,28,3,7,,Southampton,,,0
"OLSSON, Miss Elina",1,31,3,7,,Southampton,,,0
"OLSVIGEN, Mr Thor Anderson",0,20,3,9,,Southampton,Salesman,,0
"ORESKOVIC, Mr Luka",0,20,3,8,,Southampton,Farmer,,0
"ORESKOVIC, Miss Jelka",1,23,3,8,,Southampton,Farmer,,0
"ORESKOVIC, Miss Marija",1,20,3,8,,Southampton,Farm Labourer,,0
"OS?N, Mr Olaf Elon",0,16,3,9,,Southampton,Farm Labourer,,0
"P?LSSON, Mrs Alma Cornelia",1,29,3,21,,Southampton,Housewife,,0
"P?LSSON, Master G?sta Leonard",0,2,3,21,,Southampton,,,0
"P?LSSON, Master Paul Folke",0,6,3,21,,Southampton,,,0
"P?LSSON, Miss Stina Viola",1,3,3,21,,Southampton,,,0
"P?LSSON, Miss Torborg Danira",1,8,3,21,,Southampton,,,0
"PANULA, Mrs Maija Emelia Abrahamintytar",1,41,3,39,,Southampton,,,0
"PANULA, Master Jaako Arnold",0,14,3,39,,Southampton,General Labourer,,0
"PANULA, Mr Ernesti Arvid",0,16,3,39,,Southampton,General Labourer,,0
"PANULA, Master Juha Niilo",0,7,3,39,,Southampton,,,0
"PANULA, Master Urho Abraham",0,2,3,39,,Southampton,,,0
"PANULA, Master Eino Viljam",0,1,3,39,,Southampton,,,0
"PASIC, Mr Jakob",0,21,3,8,,Southampton,Farmer,,0
"PATCHETT, Mr George",0,19,3,14,,Southampton,Shoemaker,,0
"PAVLOVIC, Mr Stefo",0,32,3,7,,Southampton,General Labourer,,0
"PEACOCK, Mrs Edith",1,26,3,13,,Southampton,,,0
"PEACOCK, Master Alfred Edward",0,1,3,13,,Southampton,,,0
"PEACOCK, Miss Treasteall",1,3,3,13,,Southampton,,,0
"PEARCE, Mr Ernest",0,32,3,7,,Southampton,Farmer,,0
"PEDERSEN, Mr Olaf",0,28,3,7,,Southampton,General Labourer,,0
"PEDUZZI, Mr Giuseppe",0,24,3,8,,Southampton,Waiter,,0
"PEKONIEMI, Mr Edvard",0,21,3,7,,Southampton,General Labourer,,0
"PELTOM?KI, Mr Nikolai Johannes",0,25,3,7,,Southampton,General Labourer,,0
"PERKIN, Mr John Henry",0,22,3,7,,Southampton,Farmer,,0
"PERSSON, Mr Ernst Ulrik",0,25,3,7,,Southampton,Chauffeur,15,1
"PETER / JOSEPH, Mrs Catherine",1,24,3,22,,Cherbourg,,C,1
"PETER / JOSEPH, Master Michael J. (""Michael Joseph"")",0,4,3,22,,Cherbourg,,D,1
"PETER / JOSEPH, Miss Anna (""Mary Joseph"")",1,2,3,22,,Cherbourg,,C,1
"PETERS, Miss Katie",1,26,3,8,,Queenstown,,,0
"PETERSEN, Mr Marius",0,24,3,8,,Southampton,Dairy Worker,,0
"PETRANEC, Miss Matilda",1,28,3,7,,Southampton,Servant,,0
"PETROFF, Mr Nedialco",0,19,3,7,,Southampton,General Labourer,,0
"PETROFF, Mr Pastcho",0,29,3,7,,Southampton,General Labourer,,0
"PETTERSSON, Mr Johan Emil",0,25,3,7,,Southampton,General Labourer,,0
"PETTERSSON, Miss Ellen Natalia",1,18,3,7,,Southampton,,,0
"PICKARD, Mr Berk",0,32,3,8,,Southampton,Leather Worker,9,1
"PLOTCHARSKY, Mr Vasil",0,27,3,7,,Southampton,General Labourer,,0
"POKRNIC, Mr Mate",0,17,3,8,,Southampton,,,0
"POKRNIC, Mr Tome",0,24,3,8,,Southampton,,,0
"PULNER, Mr Uscher",0,16,3,8,,Cherbourg,,,0
"RADEFF, Mr Alexander",0,27,3,7,,Southampton,General Labourer,,0
"RASMUSSEN, Mrs Lena Jakobsen",1,63,3,8,,Southampton,,,0
"RAZI, Mr Raihed",0,30,3,7,,Cherbourg,,,0
"REED, Mr James George",0,19,3,7,,Southampton,Butcher,,0
"REKIC, Mr Tido",0,38,3,7,,Southampton,General Labourer,,0
"REYNOLDS, Mr Harold J.",0,21,3,8,,Southampton,Baker,,0
"RICE, Mrs Margaret",1,39,3,29,,Queenstown,Housekeeper,,0
"RICE, Master Albert",0,10,3,29,,Queenstown,,,0
"RICE, Master George Hugh",0,8,3,29,,Queenstown,,,0
"RICE, Master Eric",0,7,3,29,,Queenstown,,,0
"RICE, Master Arthur",0,4,3,29,,Queenstown,,,0
"RICE, Master Eugene Francis",0,2,3,29,,Queenstown,,,0
"RIIHIVUORI, Miss Susanna Juhantyt?r ""Sanni""",1,22,3,39,,Southampton,,,0
"RINTAM?KI, Mr Matti",0,35,3,7,,Southampton,General Labourer,,0
"RIORDAN, Miss Hannah",1,18,3,7,,Queenstown,,13,1
"RISIEN, Mr Samuel Beard",0,69,3,14,,Southampton,Hotelier,,0
"RISIEN, Mrs Emma",1,58,3,14,,Southampton,,,0
"ROBINS, Mr Alexander A.",0,50,3,14,,Southampton,Mason,,0
"ROBINS, Mrs Grace Charity",1,47,3,14,,Southampton,,,0
"ROGERS, Mr William John",0,29,3,8,,Southampton,Miner,,0
"ROMMETVEDT, Mr Knud Paust",0,49,3,7,,Southampton,Tailor,,0
"ROSBLOM, Mrs Helena Wilhelmina",1,41,3,20,,Southampton,,,0
"ROSBLOM, Miss Salli Helena",1,2,3,20,,Southampton,,,0
"ROSBLOM, Mr Viktor Richard",0,18,3,20,,Southampton,General Labourer,,0
"ROTH, Miss Sarah A.",1,26,3,8,,Southampton,Tailor,C,1
"ROUSE, Mr Richard Henry",0,53,3,8,,Southampton,Farm Labourer,,0
"RUSH, Mr Alfred George John",0,16,3,8,,Southampton,Porter,,0
"RYAN, Mr Patrick",0,29,3,24,,Queenstown,General Labourer,,0
"RYAN, Mr Edward",0,24,3,7,,Queenstown,General Labourer,14,1
"SAAD, Mr Amin",0,30,3,7,,Cherbourg,Farm Labourer,,0
"SAAD, Mr Khalil",0,27,3,7,,Cherbourg,Farm Labourer,,0
"SADLIER, Mr Matthew",0,20,3,7,,Queenstown,Farm Labourer,,0
"SADOWITZ, Mr Harry",0,17,3,7,,Southampton,Fur Cutter,,0
"SAGE, Mr John George",0,44,3,69,,Southampton,Tradesman,,0
"SAGE, Mrs Annie Elizabeth",1,44,3,69,,Southampton,,,0
"SAGE, Miss Stella Anne",1,20,3,69,,Southampton,Dressmaker / Couturi?re,,0
"SAGE, Mr George John",0,19,3,69,,Southampton,Barman,,0
"SAGE, Mr Douglas Bullen",0,18,3,69,,Southampton,Baker,,0
"SAGE, Mr Frederick",0,16,3,69,,Southampton,Cook,,0
"SAGE, Miss Dorothy",1,14,3,69,,Southampton,Scholar,,0
"SAGE, Master Anthony William",0,12,3,69,,Southampton,,,0
"SAGE, Miss Elizabeth Ada",1,10,3,69,,Southampton,,,0
"SAGE, Miss Constance Gladys",1,7,3,69,,Southampton,,,0
"SAGE, Master Thomas Henry",0,4,3,69,,Southampton,,,0
"SALANDER, Mr Karl Johan",0,24,3,9,,Southampton,General Labourer,,0
"SALKJELSVIK, Miss Anna Kristine",1,21,3,7,,Southampton,,C,1
"SALONEN, Mr Johan Werner",0,29,3,7,,Southampton,General Labourer,,0
"SAMAAN, Mr Hanna Elias",0,40,3,21,,Cherbourg,General Labourer,,0
"SAMAAN, Mr Elias",0,17,3,21,,Cherbourg,General Labourer,,0
"SAMAAN, Mr Youssef (""Joseph"")",0,15,3,21,,Cherbourg,General Labourer,,0
"SANDSTR?M, Mrs Agnes Charlotta",1,24,3,16,,Southampton,,13,1
"SANDSTR?M, Miss Beatrice Irene",1,1,3,16,,Southampton,,13,1
"SANDSTR?M, Miss Marguerite Rut",1,4,3,16,,Southampton,,13,1
"SAP, Mr Julius (""Jules _"")",0,21,3,9,,Southampton,,11,1
"SAUNDERCOCK, Mr William Henry",0,19,3,8,,Southampton,Miner,,0
"SAWYER, Mr Frederick Charles",0,33,3,8,,Southampton,Gardener,,0
"SCANLAN, Mr James",0,22,3,7,,Queenstown,,,0
"SCHEERLINCK, Mr Jean",0,29,3,9,,Southampton,,11,1
"SDYCOFF, Mr Todor",0,42,3,7,,Southampton,,,0
"SEMAN, Master Betros",0,10,3,4,,Cherbourg,,,0
"SHAUGHNESSY, Mr Patrick",0,24,3,7,,Queenstown,Farm Labourer,,0
"SHEDID, Mr Daher",0,19,3,7,,Cherbourg,,,0
"SHELLARD, Mr Frederick William Blainey",0,55,3,15,,Southampton,Painter & Decorator,,0
"SHINE, Miss Ellen Natalia",1,20,3,7,,Queenstown,,,0
"SHORNEY, Mr Charles Joseph",0,22,3,8,,Southampton,Valet,,0
"SIMMONS, Mr John",0,39,3,8,,Southampton,General Labourer,,0
"SIRAYANIAN, Mr Orsen",0,22,3,7,,Cherbourg,Farmer,,0
"SIROTA, Mr Maurice",0,20,3,8,,Southampton,Tailor,,0
"SIVIC, Mr Husein",0,40,3,7,,Southampton,General Labourer,,0
"SIVOLA, Mr Antti Wilhelm",0,21,3,7,,Southampton,General Labourer,,0
"SJ?BLOM, Miss Anna Sofia",1,18,3,6,,Southampton,,16,1
"SKOOG, Mr Wilhelm (""William Johansson"")",0,40,3,27,,Southampton,General Labourer,,0
"SKOOG, Mrs Anna Bernhardina",1,43,3,27,,Southampton,,,0
"SKOOG, Master Karl Thorsten",0,11,3,27,,Southampton,,,0
"SKOOG, Master Harald",0,5,3,27,,Southampton,,,0
"SKOOG, Miss Mabel",1,9,3,27,,Southampton,,,0
"SKOOG, Miss Margit Elizabeth",1,2,3,27,,Southampton,,,0
"SLABENOFF, Mr Petco",0,42,3,7,,Southampton,General Labourer,,0
"SLOCOVSKI, Mr Selman Francis",0,20,3,8,,Southampton,Merchant,,0
"SMILJANIC, Mr Mile",0,37,3,8,,Southampton,Farm Labourer,,0
"SMYTH, Mr Thomas",0,26,3,7,,Queenstown,,,0
"SMYTH, Miss Julia",1,17,3,7,,Queenstown,,13,1
"SOMERTON, Mr Francis William",0,31,3,8,,Southampton,,,0
"SPECTOR, Mr Woolf",0,23,3,8,,Southampton,General Labourer,,0
"SPINNER, Mr Henry John",0,32,3,8,,Southampton,Grocer,,0
"STANEFF, Mr Ivan",0,23,3,7,,Southampton,General Labourer,,0
"STANKOVIC, Mr Ivan",0,33,3,8,,Cherbourg,General Labourer,,0
"STANLEY, Miss Amy Zillah Elsie",1,24,3,7,,Southampton,Servant,C,1
"STANLEY, Mr Edward Roland",0,21,3,8,,Southampton,Porter,,0
"STOREY, Mr Thomas",0,51,3,NA,,Southampton,Seaman,,0
"STOYTCHEFF, Mr Ilia",0,19,3,7,,Southampton,General Labourer,,0
"STRANDBERG, Miss Ida Sofia",1,22,3,9,,Southampton,,,0
"STRAND?N, Mr Juho Niilosson",0,31,3,7,,Southampton,,9,1
"STRILIC, Mr Ivan",0,27,3,8,,Southampton,Farmer,,0
"STR?M, Mrs Elna Matilda",1,29,3,10,,Southampton,,,0
"STR?M, Miss Telma Matilda",1,2,3,10,,Southampton,,,0
"SUNDERLAND, Mr Victor Francis",0,20,3,8,,Southampton,Farmer,B,1
"SUNDMAN, Mr Johan Julian",0,44,3,7,,Southampton,,15,1
"SUTEHALL, Mr Henry Jr",0,25,3,7,,Southampton,Coach Trimmer,,0
"SVENSSON, Mr Olof",0,24,3,7,,Southampton,Farmer,,0
"SVENSSON, Mr Johan",0,74,3,7,,Southampton,,,0
"SVENSSON, Mr Johan Cervin",0,14,3,9,,Southampton,,13,1
"S?THER, Mr Simon Sivertsen",0,43,3,7,,Southampton,Miner,,0
"S?HOLT, Mr Peter Andreas Lauritz Andersen",0,19,3,7,,Southampton,Carpenter / Joiner,,0
"TENGLIN, Mr Gunnar Isidor",0,25,3,7,,Southampton,,13,1
"THEOBALD, Mr Thomas Leonard",0,34,3,8,,Southampton,Groom,,0
"THOMAS, Mr Charles R'ad.",0,31,3,6,,Cherbourg,Dealer,,0
"THOMAS, Mrs Thamine ""Thelma""",1,16,3,8,,Cherbourg,,14,1
"THOMAS/TANNOUS, Mr Tannous",0,16,3,7,,Cherbourg,Scholar,,0
"THOMAS/TANNOUS, Master Assad Alexander",0,1,3,8,,Cherbourg,,16,1
"THOMAS/TANNOUS, Mr John",0,34,3,6,,Cherbourg,Dealer,,0
"THOMPSON, Mr Alexander Morrison",0,36,3,8,,Southampton,Mason,,0
"THORNEYCROFT, Mr Percival",0,36,3,16,,Southampton,General Labourer,,0
"THORNEYCROFT, Mrs Florence Kate",1,32,3,16,,Southampton,,10,1
"TIKKANEN, Mr Juho",0,32,3,7,,Southampton,General Labourer,,0
"TOBIN, Mr Roger",0,20,3,7,,Queenstown,Farmer,,0
"TODOROFF, Mr Lalio",0,23,3,7,,Southampton,General Labourer,,0
"TOMLIN, Mr Ernest Portage",0,22,3,8,,Southampton,Scholar,,0
"T?RBER, Mr Ernst Wilhelm",0,41,3,8,,Southampton,Florist,,0
"TORFA, Mr Assad",0,20,3,7,,Cherbourg,Farm Labourer,,0
"T?RNQUIST, Mr William Henry",0,25,3,NA,,Southampton,Seaman,15,1
"TOUMA, Mrs Hanna Youssef",1,27,3,15,,Cherbourg,,C,1
"TOUMA, Miss Maria Youssef (""Mary Thomas"")",1,9,3,15,,Cherbourg,,C,1
"TOUMA, Master Georges Youssef (""George Thomas"")",0,8,3,15,,Cherbourg,,C,1
"TURCIN, Mr Stjepan",0,36,3,7,,Southampton,General Labourer,,0
"TURJA, Miss Anna Sofia",1,18,3,9,,Southampton,,15,1
"TURKULA, Mrs Hedwig",1,63,3,9,,Southampton,,15,1
"VAN BILLIARD, Mr Austin Blyler",0,35,3,14,,Southampton,,,0
"VAN BILLIARD, Master James William",0,10,3,14,,Southampton,,,0
"VAN BILLIARD, Master Walter John",0,9,3,14,,Southampton,,,0
"VAN DE VELDE, Mr Johannes Josef",0,35,3,9,,Southampton,Farmer,,0
"VAN DEN STEEN, Mr Leo Peter",0,28,3,9,,Southampton,Farmer,,0
"VAN IMPE, Mr Jean Baptiste",0,36,3,24,,Southampton,Farmer,,0
"VAN IMPE, Mrs Rosalie Paula",1,30,3,24,,Southampton,,,0
"VAN IMPE, Miss Catharina",1,10,3,24,,Southampton,,,0
"VAN MELCKEBEKE, Mr Philemon",0,23,3,9,,Southampton,Farmer,,0
"VANDERCRUYSSEN, Mr Victor",0,46,3,9,,Southampton,Farmer,,0
"VANDERPLANCKE, Mr Julius",0,31,3,18,,Southampton,Farmer,,0
"VANDERPLANCKE, Mrs Emelie Maria",1,31,3,18,,Southampton,,,0
"VANDERPLANCKE, Miss Augusta Maria",1,18,3,18,,Southampton,Servant,,0
"VANDERPLANCKE, Mr Leo Edmondus",0,15,3,18,,Southampton,Farm Labourer,,0
"VANDEWALLE, Mr Nestor Cyriel",0,28,3,9,,Southampton,Merchant,,0
"VARTANIAN, Mr David",0,22,3,7,,Cherbourg,,13,1
"VENDEL, Mr Olof Edvin",0,20,3,7,,Southampton,General Labourer,,0
"VESTR?M, Miss Hulda Amanda Adolfina",1,14,3,7,,Southampton,Servant,,0
"VOVK, Mr Janko",0,21,3,7,,Southampton,General Labourer,,0
"WAELENS, Mr Achille",0,22,3,9,,Southampton,Farm Labourer,,0
"WARE, Mr Frederick",0,34,3,8,,Southampton,Motor Fitter,,0
"WARREN, Mr Charles William",0,30,3,7,,Southampton,Bricklayer,,0
"WAZLI, Mr Yousif Ahmed",0,25,3,7,,Cherbourg,Farmer,,0
"WEBBER, Mr James",0,66,3,8,,Southampton,Miner,,0
"WENNERSTR?M, Mr August",0,27,3,7,,Southampton,,A,1
"WIDEGREN, Mr Carl / Charles Peter",0,51,3,7,,Southampton,General Labourer,,0
"WIKLUND, Mr Karl Johan",0,21,3,6,,Southampton,General Labourer,,0
"WIKLUND, Mr Jakob Alfred",0,18,3,6,,Southampton,General Labourer,,0
"WILKES, Mrs Ellen",1,47,3,7,,Southampton,,16,1
"WILLER, Mr Aaron",0,37,3,8,,Cherbourg,,,0
"WILLEY, Mr Edward",0,18,3,7,,Southampton,Farm Labourer,,0
"WILLIAMS, Mr Howard Hugh ""Harry""",0,28,3,8,,Southampton,Carman,,0
"WILLIAMS, Mr Leslie",0,28,3,16,,Southampton,Pugilist,,0
"WINDEL?V, Mr Einar",0,21,3,7,,Southampton,Dairy Worker,,0
"WIRZ, Mr Albert",0,27,3,8,,Southampton,Farmer,,0
"WISEMAN, Mr Phillippe",0,54,3,7,,Southampton,Merchant,,0
"WITTEVRONGEL, Mr Camilius Aloysius",0,36,3,9,,Southampton,Farmer,,0
"YASBECK, Mr Antoni",0,27,3,14,,Cherbourg,General Labourer,C,1
"YAZBECK, Mrs Selini ""Celiney""",1,15,3,14,,Cherbourg,,,0
"YOUSSEFF (ABI SAAB), Mr Gerios",0,45,3,7,,Cherbourg,Shoemaker,,0
"YOUSSIFF (SAM'AAN), Mr Gerios",0,28,3,7,,Cherbourg,,,0
"ZAKARIAN, Mr Ortin",0,27,3,7,,Cherbourg,General Labourer,,0
"ZAKARIAN, Mr Mapriededer",0,22,3,7,,Cherbourg,,,0
"ZIMMERMANN, Mr Leo",0,29,3,7,,Southampton,Farmer,,0
